Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2018,Potrošnja domaćih materijala,Tone,Bez podjele,39227316.0
2019,Potrošnja domaćih materijala,Tone,Bez podjele,39279289.0
2020,Potrošnja domaćih materijala,Tone,Bez podjele,39605525.0
2021,Potrošnja domaćih materijala,Tone,Bez podjele,38177091.0
2015,Potrošnja domaćih materijala,Tone,Biomasa,8762125.0
2016,Potrošnja domaćih materijala,Tone,Biomasa,10105493.0
2017,Potrošnja domaćih materijala,Tone,Biomasa,8586029.0
2018,Potrošnja domaćih materijala,Tone,Biomasa,10325319.0
2019,Potrošnja domaćih materijala,Tone,Biomasa,10285656.0
2020,Potrošnja domaćih materijala,Tone,Biomasa,10577745.0
2021,Potrošnja domaćih materijala,Tone,Biomasa,8866925.0
2015,Potrošnja domaćih materijala,Tone,Fosilna goriva,14810639.0
2016,Potrošnja domaćih materijala,Tone,Fosilna goriva,16426875.0
2017,Potrošnja domaćih materijala,Tone,Fosilna goriva,17114446.0
2018,Potrošnja domaćih materijala,Tone,Fosilna goriva,17442547.0
2019,Potrošnja domaćih materijala,Tone,Fosilna goriva,16400470.0
2020,Potrošnja domaćih materijala,Tone,Fosilna goriva,16222610.0
2021,Potrošnja domaćih materijala,Tone,Fosilna goriva,15789864.0
2015,Potrošnja domaćih materijala,Tone,Metalne rude,3064341.0
2016,Potrošnja domaćih materijala,Tone,Metalne rude,2636392.0
2017,Potrošnja domaćih materijala,Tone,Metalne rude,2537296.0
2018,Potrošnja domaćih materijala,Tone,Metalne rude,2504448.0
2019,Potrošnja domaćih materijala,Tone,Metalne rude,2950555.0
2020,Potrošnja domaćih materijala,Tone,Metalne rude,2132375.0
2021,Potrošnja domaćih materijala,Tone,Metalne rude,2261955.0
2015,Potrošnja domaćih materijala,Tone,Nemetalni minerali,9961015.0
2016,Potrošnja domaćih materijala,Tone,Nemetalni minerali,11544016.0
2017,Potrošnja domaćih materijala,Tone,Nemetalni minerali,9653949.0
2018,Potrošnja domaćih materijala,Tone,Nemetalni minerali,9585274.0
2019,Potrošnja domaćih materijala,Tone,Nemetalni minerali,10270696.0
2020,Potrošnja domaćih materijala,Tone,Nemetalni minerali,11203837.0
2021,Potrošnja domaćih materijala,Tone,Nemetalni minerali,11855036.0
2015,Potrošnja domaćih materijala,Tone,Ugljen,13151192.0
2016,Potrošnja domaćih materijala,Tone,Ugljen,14619987.0
2017,Potrošnja domaćih materijala,Tone,Ugljen,15318026.0
2018,Potrošnja domaćih materijala,Tone,Ugljen,15906885.0
2019,Potrošnja domaćih materijala,Tone,Ugljen,14879107.0
2020,Potrošnja domaćih materijala,Tone,Ugljen,14719438.0
2021,Potrošnja domaćih materijala,Tone,Ugljen,14240530.0
2015,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1127903.0
2016,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1654919.0
2017,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1124274.0
2018,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1762387.0
2019,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1692072.0
2020,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1976390.0
2021,Potrošnja domaćih materijala,Tone,Ostaci usjeva,1377602.0
2015,Potrošnja domaćih materijala,Tone,Usjevi,3294741.0
2016,Potrošnja domaćih materijala,Tone,Usjevi,3982517.0
2017,Potrošnja domaćih materijala,Tone,Usjevi,3209632.0
2018,Potrošnja domaćih materijala,Tone,Usjevi,4080556.0
2019,Potrošnja domaćih materijala,Tone,Usjevi,3865654.0
2020,Potrošnja domaćih materijala,Tone,Usjevi,4286359.0
2021,Potrošnja domaćih materijala,Tone,Usjevi,3391777.0
2015,Potrošnja domaćih materijala,Tone,Rude željeza,1874641.0
2016,Potrošnja domaćih materijala,Tone,Rude željeza,1497692.0
2017,Potrošnja domaćih materijala,Tone,Rude željeza,1408674.0
2018,Potrošnja domaćih materijala,Tone,Rude željeza,1222843.0
2019,Potrošnja domaćih materijala,Tone,Rude željeza,1332408.0
2020,Potrošnja domaćih materijala,Tone,Rude željeza,1276780.0
2021,Potrošnja domaćih materijala,Tone,Rude željeza,1358374.0
2015,Potrošnja domaćih materijala,Tone,Prirodni plin,230150.0
2016,Potrošnja domaćih materijala,Tone,Prirodni plin,253636.0
2017,Potrošnja domaćih materijala,Tone,Prirodni plin,261754.0
2018,Potrošnja domaćih materijala,Tone,Prirodni plin,263663.0
2019,Potrošnja domaćih materijala,Tone,Prirodni plin,263622.0
2020,Potrošnja domaćih materijala,Tone,Prirodni plin,221606.0
2021,Potrošnja domaćih materijala,Tone,Prirodni plin,268993.0
2015,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1963739.0
2016,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1959499.0
2017,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1929226.0
2018,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1900307.0
2019,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1875555.0
2020,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1584500.0
2021,Potrošnja domaćih materijala,Tone,Stočna hrana i krmno bilje,1568392.0
2015,Potrošnja domaćih materijala,Tone,Rude obojenih metala,1001933.0
2016,Potrošnja domaćih materijala,Tone,Rude obojenih metala,962818.0
2017,Potrošnja domaćih materijala,Tone,Rude obojenih metala,960634.0
2018,Potrošnja domaćih materijala,Tone,Rude obojenih metala,1129463.0
2019,Potrošnja domaćih materijala,Tone,Rude obojenih metala,1501237.0
2020,Potrošnja domaćih materijala,Tone,Rude obojenih metala,800498.0
2021,Potrošnja domaćih materijala,Tone,Rude obojenih metala,855069.0
2015,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,868611.0
2016,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1019039.0
2017,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1074950.0
2018,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1105914.0
2019,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1147482.0
2020,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1004065.0
2021,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,976363.0
2015,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,8752863.0
2016,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,10155134.0
2017,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,8277915.0
2018,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,8274565.0
2019,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,9341782.0
2020,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,10391236.0
2021,Potrošnja domaćih materijala,Tone,Nemetalni minerali - dominantna gradnja,11391978.0
2015,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,0.0
2016,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,0.0
2017,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,0.0
2018,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,0.0
2019,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,0.0
2020,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,-1.0
2021,Potrošnja domaćih materijala,Tone,Uljni škriljci i katranski pijesak,0.0
2015,Potrošnja domaćih materijala,Tone,Nafta,1759363.0
2016,Potrošnja domaćih materijala,Tone,Nafta,1953908.0
2017,Potrošnja domaćih materijala,Tone,Nafta,1910661.0
2018,Potrošnja domaćih materijala,Tone,Nafta,1820276.0
2019,Potrošnja domaćih materijala,Tone,Nafta,1682665.0
2020,Potrošnja domaćih materijala,Tone,Nafta,1594564.0
2021,Potrošnja domaćih materijala,Tone,Nafta,1727616.0
2015,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,8893.0
2016,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,9964.0
2017,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,9270.0
2018,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,9965.0
2019,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,12099.0
2020,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,9169.0
2021,Potrošnja domaćih materijala,Tone,Divlji ulov i žetva,8966.0
2015,Potrošnja domaćih materijala,Tone,Drvo,1839354.0
2016,Potrošnja domaćih materijala,Tone,Drvo,1848219.0
2017,Potrošnja domaćih materijala,Tone,Drvo,1679193.0
2018,Potrošnja domaćih materijala,Tone,Drvo,1923073.0
2019,Potrošnja domaćih materijala,Tone,Drvo,2141197.0
2020,Potrošnja domaćih materijala,Tone,Drvo,2134671.0
2021,Potrošnja domaćih materijala,Tone,Drvo,1891504.0
